Anna	F	5233	1890
Margaret	F	3100	1890
Florence	F	2744	1890
Minnie	F	2650	1890
Bertha	F	2388	1890
William	M	7494	1890
George	M	4458	1890
Frank	M	3078	1890
Robert	M	2541	1890
Harry	M	2345	1890
Anna	F	5099	1891
Elizabeth	F	3059	1891
Florence	F	2715	1891
Minnie	F	2428	1891
Bertha	F	2372	1891
William	M	6763	1891
George	M	3931	1891
Frank	M	2652	1891
Robert	M	2240	1891
Henry	M	2049	1891
Anna	F	5542	1892
Margaret	F	3435	1892
Florence	F	3154	1892
Ethel	F	3035	1892
Clara	F	2661	1892
William	M	7782	1892
George	M	4760	1892
Frank	M	3150	1892
Robert	M	2710	1892
Henry	M	2452	1892
Anna	F	5695	1893
Margaret	F	3565	1893
Helen	F	3249	1893
Ethel	F	3119	1893
Bertha	F	2623	1893
William	M	7223	1893
George	M	4320	1893
Joseph	M	2997	1893
Robert	M	2563	1893
Harry	M	2245	1893
Anna	F	5565	1894
Helen	F	3676	1894
Ruth	F	3372	1894
Florence	F	3233	1894
Marie	F	2649	1894
William	M	7274	1894
George	M	4365	1894
Joseph	M	2977	1894
Robert	M	2497	1894
Harry	M	2189	1894
Anna	F	5950	1895
Margaret	F	3931	1895
Ruth	F	3551	1895
Ethel	F	3391	1895
Emma	F	2952	1895
William	M	7277	1895
George	M	4289	1895
Frank	M	3012	1895
Robert	M	2635	1895
Edward	M	2203	1895
Anna	F	5860	1896
Margaret	F	4050	1896
Ethel	F	3502	1896
Florence	F	3323	1896
Emma	F	2872	1896
William	M	7747	1896
George	M	4286	1896
Joseph	M	3051	1896
Robert	M	2719	1896
Henry	M	2183	1896
Anna	F	5429	1897
Margaret	F	4146	1897
Elizabeth	F	3442	1897
Ethel	F	3182	1897
Emma	F	2698	1897
William	M	7198	1897
George	M	4078	1897
Joseph	M	2827	1897
Robert	M	2701	1897
Henry	M	1994	1897
Anna	F	5773	1898
Margaret	F	4696	1898
Florence	F	3790	1898
Ethel	F	3531	1898
Lillian	F	3061	1898
William	M	7400	1898
George	M	4853	1898
Joseph	M	3171	1898
Frank	M	2925	1898
Thomas	M	2161	1898
Anna	F	5115	1899
Margaret	F	4249	1899
Florence	F	3314	1899
Marie	F	3156	1899
Lillian	F	2703	1899
William	M	6086	1899
George	M	4018	1899
Joseph	M	2679	1899
Frank	M	2550	1899
Henry	M	1831	1899
Helen	F	6343	1900
Margaret	F	5304	1900
Elizabeth	F	4096	1900
Ethel	F	3896	1900
Lillian	F	3414	1900
William	M	8579	1900
George	M	5403	1900
Robert	M	3821	1900
Frank	M	3477	1900
Henry	M	2606	1900
Helen	F	5247	1901
Margaret	F	4424	1901
Elizabeth	F	3216	1901
Florence	F	3131	1901
Lillian	F	2681	1901
William	M	5990	1901
George	M	3609	1901
Joseph	M	2766	1901
Frank	M	2402	1901
Henry	M	1870	1901
Helen	F	5967	1902
Margaret	F	5011	1902
Elizabeth	F	3694	1902
Marie	F	3424	1902
Alice	F	3135	1902
William	M	6616	1902
George	M	4223	1902
Robert	M	3180	1902
Frank	M	2756	1902
Henry	M	2154	1902
Helen	F	6129	1903
Margaret	F	5046	1903
Elizabeth	F	3723	1903
Florence	F	3468	1903
Mildred	F	3088	1903
William	M	6311	1903
George	M	3961	1903
Joseph	M	3121	1903
Frank	M	2644	1903
Thomas	M	1962	1903
Helen	F	6488	1904
Margaret	F	5302	1904
Elizabeth	F	3833	1904
Florence	F	3572	1904
Dorothy	F	3477	1904
William	M	6416	1904
George	M	4219	1904
Charles	M	3406	1904
Frank	M	2799	1904
Henry	M	2086	1904
Helen	F	6811	1905
Anna	F	5424	1905
Elizabeth	F	4121	1905
Mildred	F	3758	1905
Alice	F	3610	1905
William	M	6495	1905
George	M	4256	1905
Robert	M	3410	1905
Frank	M	2837	1905
Thomas	M	2135	1905
Helen	F	7176	1906
Anna	F	5502	1906
Dorothy	F	4326	1906
Alice	F	4192	1906
Florence	F	3691	1906
William	M	6566	1906
George	M	4201	1906
Charles	M	3607	1906
Frank	M	2798	1906
Thomas	M	2176	1906
Helen	F	7579	1907
Anna	F	5575	1907
Dorothy	F	4967	1907
Mildred	F	4277	1907
Marie	F	3880	1907
William	M	6904	1907
George	M	4445	1907
Charles	M	3884	1907
Frank	M	2943	1907
Henry	M	2203	1907
Helen	F	8439	1908
Ruth	F	6180	1908
Dorothy	F	5703	1908
Mildred	F	4624	1908
Marie	F	4076	1908
William	M	7528	1908
George	M	4584	1908
Joseph	M	4162	1908
Frank	M	3146	1908
Thomas	M	2301	1908
Helen	F	9250	1909
Ruth	F	6509	1909
Anna	F	5804	1909
Mildred	F	5054	1909
Alice	F	4170	1909
William	M	7914	1909
George	M	4688	1909
Joseph	M	4348	1909
Frank	M	3244	1909
Thomas	M	2468	1909
Helen	F	10479	1910
Dorothy	F	7318	1910
Anna	F	6436	1910
Mildred	F	5692	1910
Alice	F	4671	1910
James	M	9195	1910
Robert	M	5609	1910
Joseph	M	5228	1910
Frank	M	3768	1910
Henry	M	2899	1910
Helen	F	11801	1911
Dorothy	F	8869	1911
Anna	F	6753	1911
Mildred	F	6271	1911
Frances	F	4967	1911
William	M	10593	1911
George	M	6586	1911
Joseph	M	6488	1911
Frank	M	4314	1911
Thomas	M	3292	1911
Helen	F	16133	1912
Margaret	F	12536	1912
Mildred	F	8764	1912
Elizabeth	F	8528	1912
Marie	F	6642	1912
William	M	19626	1912
Robert	M	12836	1912
George	M	11734	1912
Edward	M	7936	1912
Thomas	M	6087	1912
Helen	F	18888	1913
Margaret	F	14486	1913
Mildred	F	9921	1913
Elizabeth	F	9505	1913
Marie	F	7353	1913
William	M	23538	1913
Robert	M	15684	1913
George	M	13874	1913
Edward	M	9474	1913
Thomas	M	7096	1913
Helen	F	23221	1914
Margaret	F	17763	1914
Anna	F	11865	1914
Elizabeth	F	11367	1914
Marie	F	8829	1914
William	M	29753	1914
Robert	M	21188	1914
George	M	17603	1914
Edward	M	12318	1914
Walter	M	8962	1914
Helen	F	30866	1915
Margaret	F	23054	1915
Mildred	F	15254	1915
Elizabeth	F	14103	1915
Evelyn	F	11595	1915
William	M	38564	1915
Robert	M	28738	1915
George	M	22307	1915
Edward	M	15889	1915
Thomas	M	11490	1915
Helen	F	32662	1916
Margaret	F	24953	1916
Mildred	F	15633	1916
Elizabeth	F	14939	1916
Virginia	F	12487	1916
William	M	40419	1916
Robert	M	31741	1916
Charles	M	23611	1916
Edward	M	17005	1916
Thomas	M	11998	1916
Helen	F	34251	1917
Margaret	F	25560	1917
Mildred	F	16257	1917
Elizabeth	F	15131	1917
Virginia	F	14261	1917
William	M	42422	1917
Robert	M	35220	1917
George	M	24196	1917
Edward	M	17502	1917
Thomas	M	12611	1917
Helen	F	36148	1918
Margaret	F	27139	1918
Mildred	F	17258	1918
Frances	F	16131	1918
Anna	F	15666	1918
William	M	45290	1918
Robert	M	40620	1918
George	M	26318	1918
Edward	M	19489	1918
Thomas	M	13910	1918
Helen	F	33706	1919
Margaret	F	26237	1919
Mildred	F	17300	1919
Elizabeth	F	15287	1919
Anna	F	14498	1919
William	M	43971	1919
Robert	M	41027	1919
George	M	25172	1919
Edward	M	18535	1919
Thomas	M	13434	1919
Dorothy	F	36643	1920
Margaret	F	27996	1920
Mildred	F	18059	1920
Elizabeth	F	15910	1920
Anna	F	14581	1920
William	M	50149	1920
James	M	47912	1920
George	M	26892	1920
Edward	M	20095	1920
Richard	M	15010	1920
Dorothy	F	39087	1921
Margaret	F	28467	1921
Virginia	F	19033	1921
Betty	F	17638	1921
Elizabeth	F	15800	1921
Robert	M	52784	1921
James	M	49748	1921
George	M	27476	1921
Edward	M	20818	1921
Richard	M	16376	1921
Dorothy	F	37716	1922
Margaret	F	26865	1922
Betty	F	20895	1922
Mildred	F	16412	1922
Frances	F	15053	1922
Robert	M	53793	1922
James	M	49801	1922
George	M	27351	1922
Edward	M	20419	1922
Frank	M	16014	1922
Dorothy	F	39044	1923
Margaret	F	26133	1923
Ruth	F	23638	1923
Mildred	F	15990	1923
Frances	F	14879	1923
Robert	M	56117	1923
James	M	50463	1923
George	M	27021	1923
Edward	M	20597	1923
Donald	M	16435	1923
Dorothy	F	39999	1924
Betty	F	30599	1924
Ruth	F	23600	1924
Mildred	F	15853	1924
Frances	F	15183	1924
John	M	59055	1924
James	M	52939	1924
George	M	27375	1924
Richard	M	21246	1924
Donald	M	17929	1924
Dorothy	F	38570	1925
Helen	F	29172	1925
Ruth	F	22248	1925
Doris	F	16074	1925
Elizabeth	F	13935	1925
John	M	57199	1925
James	M	52682	1925
George	M	26566	1925
Richard	M	23268	1925
Donald	M	19191	1925
Dorothy	F	36617	1926
Helen	F	26884	1926
Ruth	F	20223	1926
Virginia	F	16162	1926
Frances	F	13355	1926
John	M	56110	1926
William	M	51920	1926
George	M	25904	1926
Joseph	M	23759	1926
Edward	M	19378	1926
Dorothy	F	35987	1927
Helen	F	25320	1927
Ruth	F	19414	1927
Virginia	F	15725	1927
Barbara	F	13161	1927
John	M	55954	1927
William	M	51482	1927
Richard	M	26771	1927
Donald	M	23840	1927
Edward	M	19113	1927
Betty	F	36080	1928
Helen	F	22934	1928
Ruth	F	17858	1928
Barbara	F	14873	1928
Shirley	F	14212	1928
John	M	53755	1928
William	M	49117	1928
Richard	M	28794	1928
George	M	24400	1928
Edward	M	18489	1928
Betty	F	36675	1929
Helen	F	20985	1929
Doris	F	16496	1929
Ruth	F	16019	1929
Patricia	F	13625	1929
James	M	52127	1929
William	M	47805	1929
Richard	M	29569	1929
George	M	23017	1929
Edward	M	17226	1929
Betty	F	38234	1930
Helen	F	19914	1930
Barbara	F	18281	1930
Joan	F	15479	1930
Ruth	F	14940	1930
James	M	53941	1930
William	M	47265	1930
Charles	M	31871	1930
George	M	22784	1930
Edward	M	17349	1930
Betty	F	36105	1931
Barbara	F	21797	1931
Helen	F	17661	1931
Patricia	F	16468	1931
Doris	F	13629	1931
James	M	51219	1931
William	M	43276	1931
Charles	M	29924	1931
George	M	20687	1931
Thomas	M	16846	1931
Betty	F	34417	1932
Dorothy	F	24974	1932
Patricia	F	17989	1932
Helen	F	16376	1932
Doris	F	12909	1932
James	M	51922	1932
William	M	42117	1932
Charles	M	31095	1932
George	M	20436	1932
Thomas	M	16834	1932
Betty	F	31526	1933
Dorothy	F	22047	1933
Patricia	F	18631	1933
Helen	F	14643	1933
Doris	F	12024	1933
James	M	51102	1933
William	M	39049	1933
Charles	M	28988	1933
George	M	18358	1933
Thomas	M	16500	1933
Betty	F	31085	1934
Shirley	F	22840	1934
Patricia	F	20845	1934
Margaret	F	15144	1934
Nancy	F	13518	1934
James	M	54249	1934
William	M	40170	1934
Donald	M	30409	1934
George	M	18497	1934
Joseph	M	17101	1934
Shirley	F	42358	1935
Betty	F	28673	1935
Dorothy	F	19404	1935
Margaret	F	14725	1935
Helen	F	12781	1935
James	M	55000	1935
William	M	40198	1935
Charles	M	29983	1935
George	M	18559	1935
Joseph	M	17183	1935
Shirley	F	35161	1936
Betty	F	25866	1936
Dorothy	F	17669	1936
Nancy	F	16756	1936
Carol	F	14521	1936
James	M	54686	1936
William	M	39386	1936
Charles	M	29084	1936
Thomas	M	18339	1936
David	M	17479	1936
Barbara	F	34912	1937
Shirley	F	26816	1937
Carol	F	17336	1937
Dorothy	F	16572	1937
Margaret	F	15143	1937
James	M	56551	1937
William	M	40713	1937
Charles	M	30524	1937
David	M	20974	1937
George	M	18430	1937
Barbara	F	39279	1938
Betty	F	25504	1938
Carol	F	19424	1938
Dorothy	F	16348	1938
Joan	F	14302	1938
James	M	59099	1938
William	M	42422	1938
Charles	M	31138	1938
David	M	22992	1938
Ronald	M	20296	1938
Barbara	F	37258	1939
Betty	F	23641	1939
Carol	F	20166	1939
Judith	F	16626	1939
Margaret	F	14952	1939
James	M	59627	1939
William	M	42077	1939
Charles	M	30787	1939
Donald	M	24056	1939
Ronald	M	19835	1939
Barbara	F	36734	1940
Judith	F	22382	1940
Carol	F	21761	1940
Linda	F	18369	1940
Sandra	F	16150	1940
Robert	M	61196	1940
William	M	44768	1940
Charles	M	31684	1940
Thomas	M	23987	1940
Ronald	M	20730	1940
Barbara	F	39538	1941
Carol	F	24181	1941
Judith	F	23316	1941
Nancy	F	20881	1941
Shirley	F	16953	1941
Robert	M	64233	1941
William	M	47789	1941
Charles	M	32732	1941
Thomas	M	26643	1941
Donald	M	22633	1941
Barbara	F	44734	1942
Linda	F	31611	1942
Sandra	F	24993	1942
Nancy	F	23325	1942
Carolyn	F	19979	1942
Robert	M	71838	1942
William	M	54884	1942
David	M	35894	1942
Thomas	M	31098	1942
Donald	M	23951	1942
Barbara	F	43429	1943
Linda	F	38439	1943
Sandra	F	25988	1943
Sharon	F	24713	1943
Betty	F	21596	1943
Robert	M	74865	1943
William	M	55898	1943
David	M	37236	1943
Thomas	M	32865	1943
Michael	M	24743	1943
Barbara	F	39197	1944
Patricia	F	36877	1944
Sandra	F	26023	1944
Judith	F	22430	1944
Betty	F	19756	1944
Robert	M	70843	1944
William	M	52369	1944
David	M	37381	1944
Thomas	M	31598	1944
Ronald	M	25511	1944
Linda	F	41462	1945
Patricia	F	35839	1945
Sandra	F	24701	1945
Sharon	F	20834	1945
Susan	F	19222	1945
Robert	M	69937	1945
William	M	50213	1945
David	M	37098	1945
Thomas	M	31869	1945
Ronald	M	23663	1945
Linda	F	52710	1946
Barbara	F	45122	1946
Sandra	F	31692	1946
Susan	F	28267	1946
Judith	F	22308	1946
Robert	M	84138	1946
William	M	60038	1946
David	M	46439	1946
Thomas	M	38867	1946
Ronald	M	31855	1946
Mary	F	71687	1947
Barbara	F	48792	1947
Carol	F	33539	1947
Susan	F	31954	1947
Donna	F	23519	1947
Robert	M	91640	1947
William	M	66989	1947
David	M	57806	1947
Thomas	M	44835	1947
Larry	M	34938	1947
Mary	F	68597	1948
Patricia	F	46136	1948
Sandra	F	31060	1948
Carol	F	28979	1948
Kathleen	F	23256	1948
Robert	M	85475	1948
William	M	61965	1948
Michael	M	52564	1948
Thomas	M	43778	1948
Ronald	M	33518	1948
Mary	F	66864	1949
Barbara	F	42601	1949
Sandra	F	30642	1949
Carol	F	26783	1949
Sharon	F	25711	1949
Robert	M	83872	1949
William	M	61501	1949
David	M	59601	1949
Thomas	M	45202	1949
Larry	M	31809	1949
Mary	F	65481	1950
Barbara	F	41552	1950
Nancy	F	29616	1950
Sandra	F	28896	1950
Kathleen	F	25704	1950
Robert	M	83559	1950
Michael	M	65144	1950
William	M	60689	1950
Thomas	M	45599	1950
Gary	M	33749	1950
Mary	F	65721	1951
Deborah	F	42052	1951
Susan	F	40228	1951
Karen	F	27998	1951
Kathleen	F	26715	1951
Robert	M	86351	1951
Michael	M	72797	1951
William	M	62782	1951
Thomas	M	48284	1951
Gary	M	38163	1951
Mary	F	65634	1952
Deborah	F	49814	1952
Barbara	F	39865	1952
Karen	F	28959	1952
Sandra	F	26101	1952
Robert	M	86604	1952
Michael	M	79049	1952
William	M	63047	1952
Thomas	M	48652	1952
Gary	M	38756	1952
Linda	F	61280	1953
Patricia	F	51018	1953
Barbara	F	38472	1953
Nancy	F	30618	1953
Pamela	F	25759	1953
James	M	86099	1953
John	M	80190	1953
William	M	61840	1953
Thomas	M	47005	1953
Gary	M	36972	1953
Linda	F	55381	1954
Patricia	F	49146	1954
Debra	F	45890	1954
Karen	F	32454	1954
Cynthia	F	27616	1954
Robert	M	86298	1954
John	M	81165	1954
William	M	61417	1954
Thomas	M	47158	1954
Charles	M	37451	1954
Deborah	F	52315	1955
Debra	F	50556	1955
Patricia	F	46217	1955
Karen	F	33218	1955
Donna	F	27943	1955
David	M	86253	1955
Robert	M	83703	1955
William	M	59958	1955
Thomas	M	45824	1955
Steven	M	37821	1955
Debra	F	48302	1956
Deborah	F	47837	1956
Patricia	F	43342	1956
Cynthia	F	32344	1956
Donna	F	29856	1956
James	M	84863	1956
David	M	81624	1956
William	M	58957	1956
Mark	M	48832	1956
Steven	M	38397	1956
Susan	F	45948	1957
Debra	F	42737	1957
Deborah	F	40071	1957
Patricia	F	39270	1957
Donna	F	28039	1957
James	M	84275	1957
Robert	M	81717	1957
William	M	56829	1957
Richard	M	52401	1957
Steven	M	36819	1957
Susan	F	45173	1958
Karen	F	38463	1958
Debra	F	35517	1958
Cynthia	F	31003	1958
Donna	F	26949	1958
David	M	82578	1958
Robert	M	77272	1958
William	M	54195	1958
Richard	M	49942	1958
Steven	M	32946	1958
Susan	F	41599	1959
Karen	F	36776	1959
Patricia	F	35220	1959
Cynthia	F	30167	1959
Lisa	F	25691	1959
David	M	83931	1959
John	M	76407	1959
Mark	M	56909	1959
Richard	M	47169	1959
Steven	M	33572	1959
Susan	F	39203	1960
Karen	F	36380	1960
Lisa	F	33702	1960
Debra	F	26739	1960
Deborah	F	25265	1960
Michael	M	84180	1960
John	M	76093	1960
Mark	M	58728	1960
Richard	M	43546	1960
Steven	M	33889	1960
Lisa	F	42702	1961
Linda	F	35579	1961
Patricia	F	28868	1961
Cynthia	F	24378	1961
Deborah	F	24093	1961
David	M	84758	1961
James	M	75924	1961
Mark	M	57767	1961
Richard	M	41117	1961
Steven	M	32240	1961
Mary	F	43486	1962
Karen	F	35184	1962
Patricia	F	26536	1962
Cynthia	F	24021	1962
Sandra	F	22414	1962
David	M	81324	1962
James	M	72555	1962
Mark	M	53504	1962
Richard	M	39409	1962
Jeffrey	M	33521	1962
Mary	F	41550	1963
Karen	F	32485	1963
Donna	F	25399	1963
Lori	F	23907	1963
Cynthia	F	21593	1963
John	M	78625	1963
James	M	71322	1963
Mark	M	49350	1963
Richard	M	40786	1963
Jeffrey	M	31719	1963
Mary	F	40990	1964
Karen	F	30247	1964
Kimberly	F	24128	1964
Linda	F	23633	1964
Tammy	F	20041	1964
John	M	82533	1964
James	M	73037	1964
Mark	M	45269	1964
Richard	M	40097	1964
Jeffrey	M	30732	1964
Mary	F	34270	1965
Kimberly	F	28830	1965
Patricia	F	23554	1965
Linda	F	19334	1965
Angela	F	18749	1965
John	M	71541	1965
James	M	67701	1965
William	M	40127	1965
Richard	M	36849	1965
Jeffrey	M	29587	1965
Kimberly	F	32234	1966
Michelle	F	27151	1966
Susan	F	23773	1966
Tammy	F	18621	1966
Jennifer	F	18210	1966
David	M	66420	1966
John	M	65032	1966
William	M	38253	1966
Richard	M	34469	1966
Thomas	M	29014	1966
Kimberly	F	33102	1967
Mary	F	25313	1967
Karen	F	21540	1967
Tammy	F	18652	1967
Jennifer	F	18231	1967
David	M	66810	1967
John	M	61618	1967
William	M	37619	1967
Richard	M	33588	1967
Brian	M	28655	1967
Michelle	F	33221	1968
Jennifer	F	26852	1968
Mary	F	21725	1968
Tammy	F	20056	1968
Susan	F	19503	1968
David	M	63718	1968
James	M	60693	1968
William	M	36956	1968
Richard	M	32987	1968
Brian	M	29939	1968
Michelle	F	34322	1969
Kimberly	F	33077	1969
Amy	F	21464	1969
Mary	F	19851	1969
Laura	F	17920	1969
David	M	63700	1969
John	M	58771	1969
William	M	37629	1969
Mark	M	33394	1969
Richard	M	31106	1969
Lisa	F	38963	1970
Michelle	F	34050	1970
Angela	F	24927	1970
Tammy	F	19586	1970
Tracy	F	18468	1970
James	M	61759	1970
John	M	58525	1970
Christopher	M	41772	1970
Brian	M	31930	1970
Richard	M	30456	1970
Michelle	F	33160	1971
Kimberly	F	30696	1971
Angela	F	25896	1971
Tammy	F	17657	1971
Julie	F	15326	1971
James	M	54621	1971
John	M	51518	1971
Christopher	M	48234	1971
Jason	M	34187	1971
Scott	M	30921	1971
Michelle	F	29284	1972
Kimberly	F	26290	1972
Angela	F	23556	1972
Stephanie	F	16885	1972
Nicole	F	15752	1972
Christopher	M	52189	1972
David	M	46366	1972
Robert	M	43037	1972
Brian	M	36322	1972
Matthew	M	22943	1972
Amy	F	26964	1973
Kimberly	F	23533	1973
Melissa	F	22480	1973
Heather	F	19349	1973
Rebecca	F	14870	1973
Christopher	M	48321	1973
James	M	42889	1973
John	M	39176	1973
Brian	M	35715	1973
Matthew	M	24546	1973
Amy	F	29565	1974
Heather	F	23181	1974
Kimberly	F	22419	1974
Lisa	F	19774	1974
Rebecca	F	15167	1974
Jason	M	54776	1974
David	M	41815	1974
John	M	37638	1974
Brian	M	34460	1974
William	M	26990	1974
Amy	F	32251	1975
Melissa	F	24165	1975
Michelle	F	22665	1975
Lisa	F	18134	1975
Nicole	F	14276	1975
Jason	M	52186	1975
James	M	39591	1975
Robert	M	35335	1975
Brian	M	30608	1975
William	M	25572	1975
Amy	F	31341	1976
Heather	F	24198	1976
Michelle	F	19555	1976
Jessica	F	18370	1976
Amanda	F	15590	1976
Jason	M	52680	1976
David	M	39294	1976
John	M	34006	1976
Brian	M	30532	1976
Daniel	M	24720	1976
Melissa	F	26886	1977
Jessica	F	24843	1977
Angela	F	20996	1977
Kimberly	F	18286	1977
Kelly	F	18235	1977
Jason	M	55653	1977
David	M	40543	1977
John	M	34227	1977
Brian	M	32502	1977
Joseph	M	26493	1977
Melissa	F	28330	1978
Amy	F	23212	1978
Amanda	F	20517	1978
Sarah	F	19977	1978
Nicole	F	17276	1978
Jason	M	51629	1978
David	M	40704	1978
Matthew	M	34310	1978
Robert	M	33396	1978
Joseph	M	26671	1978
Melissa	F	34052	1979
Jessica	F	27776	1979
Sarah	F	21018	1979
Angela	F	20256	1979
Michelle	F	19269	1979
Christopher	M	50677	1979
David	M	42078	1979
Matthew	M	35657	1979
Robert	M	34026	1979
Brian	M	28670	1979
Amanda	F	35821	1980
Melissa	F	31636	1980
Heather	F	19975	1980
Amy	F	19835	1980
Michelle	F	19123	1980
Christopher	M	49092	1980
David	M	41925	1980
Matthew	M	37855	1980
John	M	35279	1980
Joseph	M	30203	1980
Jessica	F	42533	1981
Sarah	F	28173	1981
Amy	F	20343	1981
Stephanie	F	20209	1981
Heather	F	17947	1981
Christopher	M	50235	1981
Jason	M	41931	1981
Joshua	M	39054	1981
John	M	34887	1981
Daniel	M	30994	1981
Jessica	F	45451	1982
Sarah	F	28484	1982
Nicole	F	21707	1982
Elizabeth	F	20514	1982
Amy	F	18803	1982
Christopher	M	59231	1982
Jason	M	40632	1982
James	M	38875	1982
John	M	34705	1982
Daniel	M	32653	1982
Jessica	F	45282	1983
Ashley	F	33293	1983
Melissa	F	23473	1983
Stephanie	F	22330	1983
Elizabeth	F	19842	1983
Christopher	M	59349	1983
David	M	39199	1983
James	M	36354	1983
Daniel	M	34750	1983
Robert	M	32746	1983
Jessica	F	45855	1984
Amanda	F	33908	1984
Stephanie	F	23021	1984
Melissa	F	21891	1984
Elizabeth	F	20364	1984
Christopher	M	60029	1984
Joshua	M	40262	1984
Daniel	M	36533	1984
John	M	32617	1984
Joseph	M	30515	1984
Ashley	F	47007	1985
Amanda	F	39052	1985
Stephanie	F	23239	1985
Heather	F	21153	1985
Megan	F	20013	1985
Christopher	M	59609	1985
Joshua	M	42195	1985
David	M	38521	1985
Robert	M	32090	1985
Joseph	M	30212	1985
Ashley	F	49676	1986
Jennifer	F	36185	1986
Stephanie	F	22647	1986
Brittany	F	20311	1986
Elizabeth	F	19072	1986
Christopher	M	56691	1986
Joshua	M	37542	1986
Daniel	M	36574	1986
Andrew	M	33856	1986
John	M	30207	1986
Ashley	F	54854	1987
Jennifer	F	32703	1987
Stephanie	F	22398	1987
Nicole	F	20286	1987
Elizabeth	F	18607	1987
Christopher	M	54493	1987
Joshua	M	40000	1987
Andrew	M	36206	1987
James	M	32643	1987
Robert	M	30229	1987
Ashley	F	49963	1988
Sarah	F	28368	1988
Brittany	F	26815	1988
Samantha	F	20699	1988
Elizabeth	F	20038	1988
Christopher	M	52997	1988
Joshua	M	42651	1988
David	M	35314	1988
Daniel	M	34700	1988
Robert	M	30317	1988
Ashley	F	47589	1989
Amanda	F	36827	1989
Samantha	F	24792	1989
Stephanie	F	22768	1989
Elizabeth	F	20295	1989
Christopher	M	53178	1989
Joshua	M	44091	1989
Daniel	M	35001	1989
Justin	M	32843	1989
Robert	M	30065	1989
Ashley	F	45560	1990
Amanda	F	34408	1990
Sarah	F	25817	1990
Jennifer	F	22228	1990
Lauren	F	20506	1990
Christopher	M	52336	1990
Joshua	M	43219	1990
David	M	33743	1990
James	M	32349	1990
Joseph	M	30128	1990
Jessica	F	43398	1991
Amanda	F	28893	1991
Sarah	F	25225	1991
Jennifer	F	20673	1991
Emily	F	20308	1991
Christopher	M	47104	1991
Joshua	M	41218	1991
Daniel	M	30917	1991
David	M	30414	1991
John	M	27800	1991
Jessica	F	38356	1992
Brittany	F	24977	1992
Samantha	F	24409	1992
Stephanie	F	19672	1992
Megan	F	17842	1992
Christopher	M	42460	1992
Joshua	M	36215	1992
Brandon	M	29622	1992
Tyler	M	28794	1992
David	M	28411	1992
Ashley	F	34850	1993
Samantha	F	23668	1993
Brittany	F	21724	1993
Amanda	F	20811	1993
Stephanie	F	17183	1993
Christopher	M	38227	1993
Joshua	M	33581	1993
Brandon	M	28731	1993
Nicholas	M	28107	1993
Andrew	M	27319	1993
Ashley	F	30278	1994
Samantha	F	22820	1994
Taylor	F	20733	1994
Amanda	F	18718	1994
Megan	F	16580	1994
Christopher	M	34800	1994
Joshua	M	31372	1994
Brandon	M	29487	1994
Daniel	M	28060	1994
Andrew	M	26009	1994
Ashley	F	26602	1995
Samantha	F	21644	1995
Taylor	F	20425	1995
